gateway-1  | 
gateway-1  | 2026-05-01T04:46:49.297Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.handler.FilteringWebHandler      : Sorted gatewayFilterFactories: [[GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RemoveCachedBodyFilter@69f3e556}, order = -2147483648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.AdaptCachedBodyGlobalFilter@47b961e2}, order = -2147482648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyWriteResponseFilter@17ae13d5}, order = -1], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardPathFilter@51869ad6}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.GatewayMetricsFilter@77f4038c}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RouteToRequestUrlFilter@1eb9d69a}, order = 10000], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ReactiveLoadBalancerClientFilter@28dacf31}, order = 10150], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.LoadBalancerServiceInstanceCookieFilter@47e60b71}, order = 10151], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.WebsocketRoutingFilter@27a90ce5}, order = 2147483646], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyRoutingFilter@795faad}, order = 2147483647], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardRoutingFilter@36511772}, order = 2147483647]]
gateway-1  | 2026-05-01T04:46:49.298Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.filter.RouteToRequestUrlFilter   : RouteToRequestUrlFilter start
gateway-1  | 2026-05-01T04:46:49.298Z TRACE 1 --- [gateway] [     parallel-1] s.c.g.f.ReactiveLoadBalancerClientFilter : ReactiveLoadBalancerClientFilter url before: lb://product-composite-service/product-composite
gateway-1  | 2026-05-01T04:46:49.299Z TRACE 1 --- [gateway] [     parallel-1] s.c.g.f.ReactiveLoadBalancerClientFilter : LoadBalancerClientFilter url chosen: http://aa3da043a6fa:8080/product-composite
gateway-1  | 2026-05-01T04:46:49.300Z DEBUG 1 --- [gateway] [     parallel-1] g.f.h.o.ObservedRequestHttpHeadersFilter : Will instrument the HTTP request headers [Host:"localhost:8443", Content-Length:"437", sec-ch-ua-platform:""Windows"", Authorization:"Bearer eyJraWQiOiJhZTZjZDU3Mi01YjM2LTRjNWYtYmVlNC1kMGEwNTU3ZmIzZDkiLCJhbGciOiJSUzI1NiJ9.eyJzdWIiOiJ1IiwiYXVkIjoid3JpdGVyIiwibmJmIjoxNzc3NjEwNzQyLCJzY29wZSI6WyJwcm9kdWN0OndyaXRlIiwicHJvZHVjdDpyZWFkIl0sImlzcyI6Imh0dHBzOi8vbG9jYWxob3N0Ojg0NDMiLCJleHAiOjE3Nzc2MTQzNDIsImlhdCI6MTc3NzYxMDc0MiwianRpIjoiZjg3ZjkyNmEtMjdlYy00MTgxLWJiY2YtNGRlZTM0YzlhN2M3In0.mlrYSR1BPOAuFREQ0kLhWCiYypRFO5AHWYCoICWHv2HXbVK3f5-xlXGoc_pFA-JqdjrW7DKM7fJsq4L-qKY8_UW39RoHAfD2sdU_W5rcvalDcQEOJ7ymgbIjGqCdVyTUmt_oTyNO3tx4dojBANa-201MgZexac6QPWlzs4CLAIXU_YaikWM1sCh76hqlTJW_K367eBMvZmwPtD7lenzE8oL7H6Rkl48u2_yN7T6MCOw-SVi0PPFVsaXsqvBN5M2flHD5x64QN68p6L0_QkcYmh_wWlNNcWBlXlFOi_mXymcHg2RLi_X7lpC2rdoiTVNe7WNyJ0dWVqkw_6smSJDCOA", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", accept:"*/*", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", Content-Type:"application/json", sec-ch-ua-mobile:"?0", Origin:"https://localhost:8443", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"cors", Sec-Fetch-Dest:"empty", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50432"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:46:49.301Z DEBUG 1 --- [gateway] [     parallel-1] g.f.h.o.ObservedRequestHttpHeadersFilter : Client observation  {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='POST', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/product-composite'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@185b4e06', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=7.47E-5, duration(nanos)=74700.0, startTimeNanos=11251616429250}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@4949ab2a} created for the request. New headers are [Host:"localhost:8443", Content-Length:"437", sec-ch-ua-platform:""Windows"", Authorization:"Bearer eyJraWQiOiJhZTZjZDU3Mi01YjM2LTRjNWYtYmVlNC1kMGEwNTU3ZmIzZDkiLCJhbGciOiJSUzI1NiJ9.eyJzdWIiOiJ1IiwiYXVkIjoid3JpdGVyIiwibmJmIjoxNzc3NjEwNzQyLCJzY29wZSI6WyJwcm9kdWN0OndyaXRlIiwicHJvZHVjdDpyZWFkIl0sImlzcyI6Imh0dHBzOi8vbG9jYWxob3N0Ojg0NDMiLCJleHAiOjE3Nzc2MTQzNDIsImlhdCI6MTc3NzYxMDc0MiwianRpIjoiZjg3ZjkyNmEtMjdlYy00MTgxLWJiY2YtNGRlZTM0YzlhN2M3In0.mlrYSR1BPOAuFREQ0kLhWCiYypRFO5AHWYCoICWHv2HXbVK3f5-xlXGoc_pFA-JqdjrW7DKM7fJsq4L-qKY8_UW39RoHAfD2sdU_W5rcvalDcQEOJ7ymgbIjGqCdVyTUmt_oTyNO3tx4dojBANa-201MgZexac6QPWlzs4CLAIXU_YaikWM1sCh76hqlTJW_K367eBMvZmwPtD7lenzE8oL7H6Rkl48u2_yN7T6MCOw-SVi0PPFVsaXsqvBN5M2flHD5x64QN68p6L0_QkcYmh_wWlNNcWBlXlFOi_mXymcHg2RLi_X7lpC2rdoiTVNe7WNyJ0dWVqkw_6smSJDCOA", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", accept:"*/*", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", Content-Type:"application/json", sec-ch-ua-mobile:"?0", Origin:"https://localhost:8443", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"cors", Sec-Fetch-Dest:"empty", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50432"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:46:49.302Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.gateway.filter.NettyRoutingFilter  : outbound route: 00be9eae, inbound: [dd123ccc-31] 
gateway-1  | 2026-05-01T04:46:49.324Z DEBUG 1 --- [gateway] [or-http-epoll-8] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:46:49.324Z DEBUG 1 --- [gateway] [or-http-epoll-8] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='POST', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/product-composite'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@185b4e06', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.023942799, duration(nanos)=2.3942799E7, startTimeNanos=11251616429250}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@4949ab2a}
gateway-1  | 2026-05-01T04:46:49.325Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: 00be9eae, outbound: [dd123ccc-31] 
gateway-1  | 2026-05-01T04:46:49.326Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=POST),tag(httpStatusCode=500),tag(outcome=SERVER_ERROR),tag(routeId=product-composite),tag(routeUri=lb://product-composite-service),tag(status=INTERNAL_SERVER_ERROR)]
gateway-1  | 2026-05-01T04:48:07.888Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:48:07.908Z TRACE 1 --- [gateway] [     parallel-2] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:12.977Z TRACE 1 --- [gateway] [     parallel-8] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:13.007Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:47:01.676Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:01.697Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:47:06.782Z TRACE 1 --- [gateway] [     parallel-2] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:06.786Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:47:11.858Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:11.879Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:47:16.972Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:17.015Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:47:22.055Z TRACE 1 --- [gateway] [     parallel-5] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:22.131Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:47:27.160Z TRACE 1 --- [gateway] [     parallel-7] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:27.265Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:47:32.241Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:32.350Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:47:37.335Z TRACE 1 --- [gateway] [     parallel-5] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:37.486Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:47:42.413Z TRACE 1 --- [gateway] [     parallel-7] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:42.563Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:47:47.495Z TRACE 1 --- [gateway] [     parallel-6] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:47.638Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:47:52.606Z TRACE 1 --- [gateway] [     parallel-8] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:52.761Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:47:57.692Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:47:57.842Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:48:02.762Z TRACE 1 --- [gateway] [     parallel-2] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:02.919Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:48:07.839Z TRACE 1 --- [gateway] [     parallel-8] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:08.008Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:48:12.911Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:13.110Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:48:18.000Z TRACE 1 --- [gateway] [     parallel-2] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:18.229Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:48:23.080Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:23.302Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:48:28.167Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:28.416Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:48:33.227Z TRACE 1 --- [gateway] [     parallel-5] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:33.500Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:48:38.299Z TRACE 1 --- [gateway] [     parallel-7] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:38.597Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:48:43.389Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:43.694Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:48:48.481Z TRACE 1 --- [gateway] [     parallel-5] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:48.783Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:48:53.551Z TRACE 1 --- [gateway] [     parallel-7] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:53.861Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:48:58.618Z TRACE 1 --- [gateway] [     parallel-6] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:48:58.928Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:49:03.738Z TRACE 1 --- [gateway] [     parallel-8] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:49:04.050Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:49:08.822Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:50:25.576Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:49:13.877Z TRACE 1 --- [gateway] [     parallel-2] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:49:14.178Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:49:18.957Z TRACE 1 --- [gateway] [     parallel-8] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:49:19.272Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:49:24.030Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:49:24.352Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:49:29.113Z TRACE 1 --- [gateway] [     parallel-2] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:49:29.439Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:49:34.182Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:49:34.520Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:49:39.295Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:49:39.639Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:49:44.383Z TRACE 1 --- [gateway] [     parallel-5] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:49:44.730Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:49:49.441Z TRACE 1 --- [gateway] [     parallel-7] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:49:49.816Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:49:54.520Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:49:54.919Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:49:59.594Z TRACE 1 --- [gateway] [     parallel-5] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:49:59.998Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:50:04.630Z TRACE 1 --- [gateway] [     parallel-7] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:50:05.042Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:50:09.750Z TRACE 1 --- [gateway] [     parallel-6] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:50:10.168Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:50:14.862Z TRACE 1 --- [gateway] [     parallel-8] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:50:15.276Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:50:19.918Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:50:20.339Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
